Cases,Axial Pitch,Minor Rad,Coil Radius,n Turn,Velocity,Hydrogen
1746,42.22222222,6,12.5,2,1.5,609.5757325
1747,42.22222222,6,12.5,2,2.375,602.866601
1748,42.22222222,6,12.5,2,3.25,603.2745082
1749,42.22222222,6,12.5,2,4.125,602.8513878
1750,42.22222222,6,12.5,2,5,602.3828275
1751,42.22222222,6,12.5,3,1.5,586.7257335
1752,42.22222222,6,12.5,3,2.375,586.4439603
1753,42.22222222,6,12.5,3,3.25,585.4051552
1754,42.22222222,6,12.5,3,4.125,580.4606357
1755,42.22222222,6,12.5,3,5,583.37276
1756,42.22222222,6,12.5,4,1.5,572.0948902
1757,42.22222222,6,12.5,4,2.375,570.9197243
1758,42.22222222,6,12.5,4,3.25,570.3152021
1759,42.22222222,6,12.5,4,4.125,569.9654899
1760,42.22222222,6,12.5,4,5,569.6052786
1761,42.22222222,6,12.5,5,1.5,544.8888317
1762,42.22222222,6,12.5,5,2.375,544.11481
1763,42.22222222,6,12.5,5,3.25,543.4661088
1764,42.22222222,6,12.5,5,4.125,541.6910242
1765,42.22222222,6,12.5,5,5,541.7874968
1766,42.22222222,6,12.5,6,1.5,519.7536273
1767,42.22222222,6,12.5,6,2.375,516.7809727
1768,42.22222222,6,12.5,6,3.25,519.4720223
1769,42.22222222,6,12.5,6,4.125,517.7692299
1770,42.22222222,6,12.5,6,5,515.8179934
1771,42.22222222,6,15,1,1.5,639.0616665
1772,42.22222222,6,15,1,2.375,637.5764386
1773,42.22222222,6,15,1,3.25,636.4457662
1774,42.22222222,6,15,1,4.125,631.8841947
1775,42.22222222,6,15,1,5,634.2266587
1776,42.22222222,6,15,2,1.5,629.1458851
1777,42.22222222,6,15,2,2.375,623.3799344
1778,42.22222222,6,15,2,3.25,625.9571795
1779,42.22222222,6,15,2,4.125,624.3759915
1780,42.22222222,6,15,2,5,624.8601454
1781,42.22222222,6,15,3,1.5,615.3379059
1782,42.22222222,6,15,3,2.375,616.0177151
1783,42.22222222,6,15,3,3.25,615.4230745
1784,42.22222222,6,15,3,4.125,616.3872427
1785,42.22222222,6,15,3,5,613.9146734
1786,42.22222222,6,15,4,1.5,613.2560616
1787,42.22222222,6,15,4,2.375,615.1537518
1788,42.22222222,6,15,4,3.25,608.0845943
1789,42.22222222,6,15,4,4.125,612.7290802
1790,42.22222222,6,15,4,5,612.4763671
1791,42.22222222,6,15,5,1.5,599.928031
1792,42.22222222,6,15,5,2.375,601.1989029
1793,42.22222222,6,15,5,3.25,596.7258113
1794,42.22222222,6,15,5,4.125,600.4507065
1795,42.22222222,6,15,5,5,599.1134467
1796,42.22222222,6,15,6,1.5,585.7429711
1797,42.22222222,6,15,6,2.375,586.1945902
1798,42.22222222,6,15,6,3.25,583.4617308
1799,42.22222222,6,15,6,4.125,583.208063
1800,42.22222222,6,15,6,5,585.3441333
1801,46.66666667,2,10,1,1.5,963.6280953
1802,46.66666667,2,10,1,2.375,946.7710103
1803,46.66666667,2,10,1,3.25,940.7475741
1804,46.66666667,2,10,1,4.125,935.5721917
1805,46.66666667,2,10,1,5,939.4887175
1806,46.66666667,2,10,2,1.5,909.5365659
1807,46.66666667,2,10,2,2.375,902.137859
1808,46.66666667,2,10,2,3.25,897.2826538
1809,46.66666667,2,10,2,4.125,889.031469
1810,46.66666667,2,10,2,5,892.3959041
1811,46.66666667,2,10,3,1.5,861.3555802
1812,46.66666667,2,10,3,2.375,853.3711459
1813,46.66666667,2,10,3,3.25,846.5758212
1814,46.66666667,2,10,3,4.125,844.579915
1815,46.66666667,2,10,3,5,843.3076433
1816,46.66666667,2,10,4,1.5,823.3221835
1817,46.66666667,2,10,4,2.375,815.4603822
1818,46.66666667,2,10,4,3.25,815.3079377
1819,46.66666667,2,10,4,4.125,813.8969907
1820,46.66666667,2,10,4,5,812.9285264
1821,46.66666667,2,10,5,1.5,779.3348645
1822,46.66666667,2,10,5,2.375,774.9905083
1823,46.66666667,2,10,5,3.25,773.018247
1824,46.66666667,2,10,5,4.125,765.6535919
1825,46.66666667,2,10,5,5,762.8874529
1826,46.66666667,2,10,6,1.5,745.7868935
1827,46.66666667,2,10,6,2.375,742.2601673
1828,46.66666667,2,10,6,3.25,737.0376182
1829,46.66666667,2,10,6,4.125,736.0428914
1830,46.66666667,2,10,6,5,735.3918979
1831,46.66666667,2,12.5,1,1.5,961.4634364
1832,46.66666667,2,12.5,1,2.375,945.8055985
1833,46.66666667,2,12.5,1,3.25,944.4731917
1834,46.66666667,2,12.5,1,4.125,939.5244788
1835,46.66666667,2,12.5,1,5,940.0005522
1836,46.66666667,2,12.5,2,1.5,906.3285692
1837,46.66666667,2,12.5,2,2.375,899.372634
1838,46.66666667,2,12.5,2,3.25,890.4472249
1839,46.66666667,2,12.5,2,4.125,891.4947072
1840,46.66666667,2,12.5,2,5,889.5265735
1841,46.66666667,2,12.5,3,1.5,851.1116183
1842,46.66666667,2,12.5,3,2.375,844.7293669
1843,46.66666667,2,12.5,3,3.25,841.2130459
1844,46.66666667,2,12.5,3,4.125,838.923404
1845,46.66666667,2,12.5,3,5,841.4539423
1846,46.66666667,2,12.5,4,1.5,811.8677945
1847,46.66666667,2,12.5,4,2.375,810.5251838
1848,46.66666667,2,12.5,4,3.25,807.7629338
1849,46.66666667,2,12.5,4,4.125,802.5487826
1850,46.66666667,2,12.5,4,5,801.5471401
1851,46.66666667,2,12.5,5,1.5,769.6695219
1852,46.66666667,2,12.5,5,2.375,763.7847225
1853,46.66666667,2,12.5,5,3.25,761.5536334
1854,46.66666667,2,12.5,5,4.125,758.7555696
1855,46.66666667,2,12.5,5,5,760.2095173
1856,46.66666667,2,12.5,6,1.5,733.1112928
1857,46.66666667,2,12.5,6,2.375,725.9879615
1858,46.66666667,2,12.5,6,3.25,726.8227533
1859,46.66666667,2,12.5,6,4.125,723.083588
1860,46.66666667,2,12.5,6,5,722.3886737
1861,46.66666667,2,15,1,1.5,962.5901419
1862,46.66666667,2,15,1,2.375,952.0204443
1863,46.66666667,2,15,1,3.25,945.7107471
1864,46.66666667,2,15,1,4.125,942.1499929
1865,46.66666667,2,15,1,5,940.499119
1866,46.66666667,2,15,2,1.5,915.8008661
1867,46.66666667,2,15,2,2.375,906.1585807
1868,46.66666667,2,15,2,3.25,901.0128996
1869,46.66666667,2,15,2,4.125,897.8402486
1870,46.66666667,2,15,2,5,896.2879621
1871,46.66666667,2,15,3,1.5,873.573711
1872,46.66666667,2,15,3,2.375,865.1424251
1873,46.66666667,2,15,3,3.25,861.5958993
1874,46.66666667,2,15,3,4.125,856.6169901
1875,46.66666667,2,15,3,5,855.2462629
1876,46.66666667,2,15,4,1.5,832.9280051
1877,46.66666667,2,15,4,2.375,831.8155618
1878,46.66666667,2,15,4,3.25,822.3284019
1879,46.66666667,2,15,4,4.125,820.709397
1880,46.66666667,2,15,4,5,819.5139246
1881,46.66666667,2,15,5,1.5,787.6720531
1882,46.66666667,2,15,5,2.375,783.3957242
1883,46.66666667,2,15,5,3.25,786.0385252
1884,46.66666667,2,15,5,4.125,784.6313772
1885,46.66666667,2,15,5,5,777.778998
1886,46.66666667,2,15,6,1.5,760.7111114
1887,46.66666667,2,15,6,2.375,762.5493616
1888,46.66666667,2,15,6,3.25,760.7476372
1889,46.66666667,2,15,6,4.125,761.4626106
1890,46.66666667,2,15,6,5,758.9097107
1891,46.66666667,4,10,1,1.5,746.2236841
1892,46.66666667,4,10,1,2.375,740.60854
1893,46.66666667,4,10,1,3.25,737.8085279
1894,46.66666667,4,10,1,4.125,735.7262552
1895,46.66666667,4,10,1,5,736.5933802
1896,46.66666667,4,10,2,1.5,702.6211551
1897,46.66666667,4,10,2,2.375,698.8650648
1898,46.66666667,4,10,2,3.25,697.20159
1899,46.66666667,4,10,2,4.125,699.242666
1900,46.66666667,4,10,2,5,695.3132967
1901,46.66666667,4,10,3,1.5,669.2193389
1902,46.66666667,4,10,3,2.375,665.5104968
1903,46.66666667,4,10,3,3.25,664.9098305
1904,46.66666667,4,10,3,4.125,660.2817468
1905,46.66666667,4,10,3,5,660.1260111
1906,46.66666667,4,10,4,1.5,639.7343729
1907,46.66666667,4,10,4,2.375,637.7024946
1908,46.66666667,4,10,4,3.25,634.3985661
1909,46.66666667,4,10,4,4.125,635.0537358
1910,46.66666667,4,10,4,5,636.9677736
1911,46.66666667,4,10,5,1.5,603.7807673
1912,46.66666667,4,10,5,2.375,600.8940208
1913,46.66666667,4,10,5,3.25,600.2487823
1914,46.66666667,4,10,5,4.125,599.8419248
1915,46.66666667,4,10,5,5,599.6269967
1916,46.66666667,4,10,6,1.5,576.7649787
1917,46.66666667,4,10,6,2.375,574.036542
1918,46.66666667,4,10,6,3.25,571.6774799
1919,46.66666667,4,10,6,4.125,574.9023617
1920,46.66666667,4,10,6,5,574.6361637
1921,46.66666667,4,12.5,1,1.5,746.6963836
1922,46.66666667,4,12.5,1,2.375,743.8839193
1923,46.66666667,4,12.5,1,3.25,740.2909105
1924,46.66666667,4,12.5,1,4.125,737.2597546
1925,46.66666667,4,12.5,1,5,738.8326504
1926,46.66666667,4,12.5,2,1.5,703.1448273
1927,46.66666667,4,12.5,2,2.375,698.2871729
1928,46.66666667,4,12.5,2,3.25,701.8305125
1929,46.66666667,4,12.5,2,4.125,701.141613
1930,46.66666667,4,12.5,2,5,700.6919883
1931,46.66666667,4,12.5,3,1.5,673.6717728
1932,46.66666667,4,12.5,3,2.375,665.2637797
1933,46.66666667,4,12.5,3,3.25,667.7049798
1934,46.66666667,4,12.5,3,4.125,667.0960238
1935,46.66666667,4,12.5,3,5,667.3828328
1936,46.66666667,4,12.5,4,1.5,642.6633943
1937,46.66666667,4,12.5,4,2.375,646.5871443
1938,46.66666667,4,12.5,4,3.25,644.4802314
1939,46.66666667,4,12.5,4,4.125,642.2797771
1940,46.66666667,4,12.5,4,5,643.9101298
1941,46.66666667,4,12.5,5,1.5,611.4554883
1942,46.66666667,4,12.5,5,2.375,611.2972011
1943,46.66666667,4,12.5,5,3.25,609.0485837
1944,46.66666667,4,12.5,5,4.125,608.8560723
1945,46.66666667,4,12.5,5,5,608.4813179
1946,46.66666667,4,12.5,6,1.5,587.4031668
1947,46.66666667,4,12.5,6,2.375,585.3313053
1948,46.66666667,4,12.5,6,3.25,583.4361368
1949,46.66666667,4,12.5,6,4.125,583.1011026
1950,46.66666667,4,12.5,6,5,582.8834349
1951,46.66666667,4,15,1,1.5,747.6016322
1952,46.66666667,4,15,1,2.375,745.9634593
1953,46.66666667,4,15,1,3.25,742.3858009
1954,46.66666667,4,15,1,4.125,742.8477857
1955,46.66666667,4,15,1,5,742.111054
1956,46.66666667,4,15,2,1.5,715.116558
1957,46.66666667,4,15,2,2.375,717.7702256
1958,46.66666667,4,15,2,3.25,710.9442267
1959,46.66666667,4,15,2,4.125,714.1577695
1960,46.66666667,4,15,2,5,710.0921692
1961,46.66666667,4,15,3,1.5,697.2973811
1962,46.66666667,4,15,3,2.375,690.414993
1963,46.66666667,4,15,3,3.25,692.2617222
1964,46.66666667,4,15,3,4.125,686.9394377
1965,46.66666667,4,15,3,5,686.4207705
1966,46.66666667,4,15,4,1.5,676.7162365
1967,46.66666667,4,15,4,2.375,672.2935431
1968,46.66666667,4,15,4,3.25,671.1399829
1969,46.66666667,4,15,4,4.125,669.0847625
1970,46.66666667,4,15,4,5,668.7501029
1971,46.66666667,4,15,5,1.5,649.6203408
1972,46.66666667,4,15,5,2.375,642.8741295
1973,46.66666667,4,15,5,3.25,648.4330253
1974,46.66666667,4,15,5,4.125,648.0608974
1975,46.66666667,4,15,5,5,647.6690594
1976,46.66666667,4,15,6,1.5,638.479663
1977,46.66666667,4,15,6,2.375,638.674874
1978,46.66666667,4,15,6,3.25,638.1078812
1979,46.66666667,4,15,6,4.125,637.7638423
1980,46.66666667,4,15,6,5,637.5150507
1981,46.66666667,6,12.5,1,1.5,633.7239086
1982,46.66666667,6,12.5,1,2.375,631.9338872
1983,46.66666667,6,12.5,1,3.25,631.402124
1984,46.66666667,6,12.5,1,4.125,629.4466902
1985,46.66666667,6,12.5,1,5,630.7649576
1986,46.66666667,6,12.5,2,1.5,615.1012176
1987,46.66666667,6,12.5,2,2.375,613.2695359
1988,46.66666667,6,12.5,2,3.25,610.0123523
1989,46.66666667,6,12.5,2,4.125,609.485842
1990,46.66666667,6,12.5,2,5,611.6043553
1991,46.66666667,6,12.5,3,1.5,598.7714223
1992,46.66666667,6,12.5,3,2.375,598.9383769
1993,46.66666667,6,12.5,3,3.25,599.5237357
1994,46.66666667,6,12.5,3,4.125,599.0517976
1995,46.66666667,6,12.5,3,5,597.5255628
1996,46.66666667,6,12.5,4,1.5,587.8524116
1997,46.66666667,6,12.5,4,2.375,586.5768727
1998,46.66666667,6,12.5,4,3.25,586.1077109
1999,46.66666667,6,12.5,4,4.125,583.2844585
2000,46.66666667,6,12.5,4,5,585.5908876
2001,46.66666667,6,12.5,5,1.5,562.0743133
2002,46.66666667,6,12.5,5,2.375,561.5058519
2003,46.66666667,6,12.5,5,3.25,560.7900505
2004,46.66666667,6,12.5,5,4.125,560.4547976
2005,46.66666667,6,12.5,5,5,560.3013288
2006,46.66666667,6,12.5,6,1.5,557.9518834
2007,46.66666667,6,12.5,6,2.375,557.2115505
2008,46.66666667,6,12.5,6,3.25,554.8818948
2009,46.66666667,6,12.5,6,4.125,554.6708825
2010,46.66666667,6,12.5,6,5,554.5428878
2011,46.66666667,6,15,1,1.5,645.7228143
2012,46.66666667,6,15,1,2.375,642.4128773
2013,46.66666667,6,15,1,3.25,642.1346148
2014,46.66666667,6,15,1,4.125,640.1066996
2015,46.66666667,6,15,1,5,639.997513
2016,46.66666667,6,15,2,1.5,639.3372428
2017,46.66666667,6,15,2,2.375,633.6573843
2018,46.66666667,6,15,2,3.25,632.60363
2019,46.66666667,6,15,2,4.125,633.1910467
2020,46.66666667,6,15,2,5,633.9382536
2021,46.66666667,6,15,3,1.5,636.0658232
2022,46.66666667,6,15,3,2.375,634.2422654
2023,46.66666667,6,15,3,3.25,635.6974254
2024,46.66666667,6,15,3,4.125,633.7589197
2025,46.66666667,6,15,3,5,632.4592989
2026,46.66666667,6,15,4,1.5,631.9965996
2027,46.66666667,6,15,4,2.375,632.4397982
2028,46.66666667,6,15,4,3.25,626.4031223
2029,46.66666667,6,15,4,4.125,626.0630008
2030,46.66666667,6,15,4,5,629.7596551
2031,46.66666667,6,15,5,1.5,620.1384035
2032,46.66666667,6,15,5,2.375,620.5441192
2033,46.66666667,6,15,5,3.25,620.0838692
2034,46.66666667,6,15,5,4.125,619.9068393
2035,46.66666667,6,15,5,5,619.6459358
2036,46.66666667,6,15,6,1.5,642.6709367
2037,46.66666667,6,15,6,2.375,641.8207366
2038,46.66666667,6,15,6,3.25,641.4292844
2039,46.66666667,6,15,6,4.125,641.2042728
2040,46.66666667,6,15,6,5,641.057597
2041,51.11111111,2,10,1,1.5,967.8677261
2042,51.11111111,2,10,1,2.375,954.6380253
2043,51.11111111,2,10,1,3.25,948.0779748
2044,51.11111111,2,10,1,4.125,943.9330574
2045,51.11111111,2,10,1,5,941.5618465
2046,51.11111111,2,10,2,1.5,916.7893778
2047,51.11111111,2,10,2,2.375,902.8713771
2048,51.11111111,2,10,2,3.25,902.0963105
2049,51.11111111,2,10,2,4.125,899.6048247
2050,51.11111111,2,10,2,5,898.527201
2051,51.11111111,2,10,3,1.5,867.6279225
2052,51.11111111,2,10,3,2.375,857.7773854
2053,51.11111111,2,10,3,3.25,857.0115982
2054,51.11111111,2,10,3,4.125,853.8124632
2055,51.11111111,2,10,3,5,852.8936511
2056,51.11111111,2,10,4,1.5,820.1286487
2057,51.11111111,2,10,4,2.375,814.8745568
2058,51.11111111,2,10,4,3.25,812.1543497
2059,51.11111111,2,10,4,4.125,816.3195657
2060,51.11111111,2,10,4,5,816.4005309
2061,51.11111111,2,10,5,1.5,779.4420777
2062,51.11111111,2,10,5,2.375,780.2845021
2063,51.11111111,2,10,5,3.25,778.1860318
2064,51.11111111,2,10,5,4.125,772.1754641
2065,51.11111111,2,10,5,5,771.4083261
2066,51.11111111,2,12.5,1,1.5,965.7050406
2067,51.11111111,2,12.5,1,2.375,956.563692
2068,51.11111111,2,12.5,1,3.25,949.5147097
2069,51.11111111,2,12.5,1,4.125,945.4212444
2070,51.11111111,2,12.5,1,5,943.112934
2071,51.11111111,2,12.5,2,1.5,911.9542567
2072,51.11111111,2,12.5,2,2.375,902.1082999
2073,51.11111111,2,12.5,2,3.25,897.2406753
2074,51.11111111,2,12.5,2,4.125,898.3012123
2075,51.11111111,2,12.5,2,5,892.8274909
2076,51.11111111,2,12.5,3,1.5,864.1181548
2077,51.11111111,2,12.5,3,2.375,858.4450987
2078,51.11111111,2,12.5,3,3.25,850.4691678
2079,51.11111111,2,12.5,3,4.125,849.8520396
2080,51.11111111,2,12.5,3,5,849.9179334
2081,51.11111111,2,12.5,4,1.5,821.0535379
2082,51.11111111,2,12.5,4,2.375,818.505441
2083,51.11111111,2,12.5,4,3.25,808.8232155
2084,51.11111111,2,12.5,4,4.125,809.7422368
2085,51.11111111,2,12.5,4,5,806.3512015
2086,51.11111111,2,12.5,5,1.5,778.1243467
2087,51.11111111,2,12.5,5,2.375,767.6807509
2088,51.11111111,2,12.5,5,3.25,765.6556814
2089,51.11111111,2,12.5,5,4.125,766.0559536
2090,51.11111111,2,12.5,5,5,765.2395042
2091,51.11111111,2,15,1,1.5,973.1725998
2092,51.11111111,2,15,1,2.375,957.7292888
2093,51.11111111,2,15,1,3.25,951.9870432
2094,51.11111111,2,15,1,4.125,944.7217243
2095,51.11111111,2,15,1,5,945.6311793
2096,51.11111111,2,15,2,1.5,922.6051653
2097,51.11111111,2,15,2,2.375,912.2481631
2098,51.11111111,2,15,2,3.25,907.8046847
2099,51.11111111,2,15,2,4.125,904.7202076
2100,51.11111111,2,15,2,5,903.7907653
2101,51.11111111,2,15,3,1.5,886.3709929
2102,51.11111111,2,15,3,2.375,877.1795689
2103,51.11111111,2,15,3,3.25,874.4143418
2104,51.11111111,2,15,3,4.125,872.3397561
2105,51.11111111,2,15,3,5,871.0287034
2106,51.11111111,2,15,4,1.5,845.4751772
2107,51.11111111,2,15,4,2.375,839.8876205
2108,51.11111111,2,15,4,3.25,836.7348207
2109,51.11111111,2,15,4,4.125,835.0352024
2110,51.11111111,2,15,4,5,832.2827789
2111,51.11111111,2,15,5,1.5,803.8800967
2112,51.11111111,2,15,5,2.375,795.7566096
2113,51.11111111,2,15,5,3.25,795.3394387
2114,51.11111111,2,15,5,4.125,794.2385172
2115,51.11111111,2,15,5,5,792.4323739
2116,51.11111111,4,10,1,1.5,745.0825215
2117,51.11111111,4,10,1,2.375,740.3978919
2118,51.11111111,4,10,1,3.25,738.4192749
2119,51.11111111,4,10,1,4.125,739.1933919
2120,51.11111111,4,10,1,5,737.3342923
2121,51.11111111,4,10,2,1.5,712.156905
2122,51.11111111,4,10,2,2.375,708.1090426
2123,51.11111111,4,10,2,3.25,703.8640953
2124,51.11111111,4,10,2,4.125,703.5482519
2125,51.11111111,4,10,2,5,702.9978088
2126,51.11111111,4,10,3,1.5,678.078868
2127,51.11111111,4,10,3,2.375,672.4585564
2128,51.11111111,4,10,3,3.25,674.7633017
2129,51.11111111,4,10,3,4.125,675.4653267
2130,51.11111111,4,10,3,5,675.0521582
2131,51.11111111,4,10,4,1.5,640.992784
2132,51.11111111,4,10,4,2.375,640.0931477
2133,51.11111111,4,10,4,3.25,643.8291115
2134,51.11111111,4,10,4,4.125,639.0812212
2135,51.11111111,4,10,4,5,638.4565559
2136,51.11111111,4,10,5,1.5,611.5035951
2137,51.11111111,4,10,5,2.375,608.9474064
2138,51.11111111,4,10,5,3.25,605.7636603
2139,51.11111111,4,10,5,4.125,604.9967521
2140,51.11111111,4,10,5,5,609.0395856
2141,51.11111111,4,12.5,1,1.5,744.8813529
2142,51.11111111,4,12.5,1,2.375,743.0809188
2143,51.11111111,4,12.5,1,3.25,738.7489618
2144,51.11111111,4,12.5,1,4.125,737.6048227
2145,51.11111111,4,12.5,1,5,739.1466361
2146,51.11111111,4,12.5,2,1.5,715.2024652
2147,51.11111111,4,12.5,2,2.375,714.0333274
2148,51.11111111,4,12.5,2,3.25,711.852715
2149,51.11111111,4,12.5,2,4.125,710.0190097
2150,51.11111111,4,12.5,2,5,709.4395358
2151,51.11111111,4,12.5,3,1.5,680.9252264
2152,51.11111111,4,12.5,3,2.375,682.5346984
2153,51.11111111,4,12.5,3,3.25,681.9953636
2154,51.11111111,4,12.5,3,4.125,679.4935162
2155,51.11111111,4,12.5,3,5,677.3756064
2156,51.11111111,4,12.5,4,1.5,657.374279
2157,51.11111111,4,12.5,4,2.375,654.2896475
2158,51.11111111,4,12.5,4,3.25,654.7609309
2159,51.11111111,4,12.5,4,4.125,652.8522545
2160,51.11111111,4,12.5,4,5,652.7038947
2161,51.11111111,4,12.5,5,1.5,623.063723
2162,51.11111111,4,12.5,5,2.375,623.0476813
2163,51.11111111,4,12.5,5,3.25,622.3898967
2164,51.11111111,4,12.5,5,4.125,622.0095546
2165,51.11111111,4,12.5,5,5,621.7623652
2166,51.11111111,4,15,1,1.5,759.2867487
2167,51.11111111,4,15,1,2.375,751.9894626
2168,51.11111111,4,15,1,3.25,749.2460757
2169,51.11111111,4,15,1,4.125,746.4810835
2170,51.11111111,4,15,1,5,746.0918779
2171,51.11111111,4,15,2,1.5,731.4027974
2172,51.11111111,4,15,2,2.375,729.2262851
2173,51.11111111,4,15,2,3.25,726.8966518
2174,51.11111111,4,15,2,4.125,727.620712
2175,51.11111111,4,15,2,5,726.9683933
2176,51.11111111,4,15,3,1.5,710.9526407
2177,51.11111111,4,15,3,2.375,710.0818107
2178,51.11111111,4,15,3,3.25,704.4378375
2179,51.11111111,4,15,3,4.125,703.9583973
2180,51.11111111,4,15,3,5,707.3821391
2181,51.11111111,4,15,4,1.5,691.7704969
2182,51.11111111,4,15,4,2.375,688.3677423
2183,51.11111111,4,15,4,3.25,686.283701
2184,51.11111111,4,15,4,4.125,681.6405548
2185,51.11111111,4,15,4,5,685.4382921
2186,51.11111111,4,15,5,1.5,669.6639078
2187,51.11111111,4,15,5,2.375,661.1740976
2188,51.11111111,4,15,5,3.25,663.8425003
2189,51.11111111,4,15,5,4.125,663.4151775
2190,51.11111111,4,15,5,5,659.5770169
2191,51.11111111,6,12.5,1,1.5,640.2625984
2192,51.11111111,6,12.5,1,2.375,637.1219974
2193,51.11111111,6,12.5,1,3.25,635.9047348
2194,51.11111111,6,12.5,1,4.125,633.7079042
2195,51.11111111,6,12.5,1,5,632.6888185
2196,51.11111111,6,12.5,2,1.5,623.1268606
2197,51.11111111,6,12.5,2,2.375,621.2732473
2198,51.11111111,6,12.5,2,3.25,620.001703
2199,51.11111111,6,12.5,2,4.125,621.1326374
2200,51.11111111,6,12.5,2,5,620.725633
2201,51.11111111,6,12.5,3,1.5,612.4490226
2202,51.11111111,6,12.5,3,2.375,612.8496205
2203,51.11111111,6,12.5,3,3.25,609.7114416
2204,51.11111111,6,12.5,3,4.125,610.5622197
2205,51.11111111,6,12.5,3,5,610.3110241
2206,51.11111111,6,12.5,4,1.5,601.4514799
2207,51.11111111,6,12.5,4,2.375,595.0704417
2208,51.11111111,6,12.5,4,3.25,598.4105326
2209,51.11111111,6,12.5,4,4.125,598.1262326
2210,51.11111111,6,12.5,4,5,597.9411981
2211,51.11111111,6,12.5,5,1.5,585.1460291
2212,51.11111111,6,12.5,5,2.375,585.9089398
2213,51.11111111,6,12.5,5,3.25,582.4912732
2214,51.11111111,6,12.5,5,4.125,584.9859896
2215,51.11111111,6,12.5,5,5,582.1439585
2216,51.11111111,6,15,1,1.5,650.4204499
2217,51.11111111,6,15,1,2.375,646.396436
2218,51.11111111,6,15,1,3.25,644.1059324
2219,51.11111111,6,15,1,4.125,644.5853345
2220,51.11111111,6,15,1,5,644.0279453
2221,51.11111111,6,15,2,1.5,648.3422552
2222,51.11111111,6,15,2,2.375,643.4281172
2223,51.11111111,6,15,2,3.25,642.3925487
2224,51.11111111,6,15,2,4.125,642.7350576
2225,51.11111111,6,15,2,5,642.3379738
2226,51.11111111,6,15,3,1.5,649.4126761
2227,51.11111111,6,15,3,2.375,648.0814044
2228,51.11111111,6,15,3,3.25,648.3606252
2229,51.11111111,6,15,3,4.125,647.9067706
2230,51.11111111,6,15,3,5,647.6371343
2231,51.11111111,6,15,4,1.5,648.5205715
2232,51.11111111,6,15,4,2.375,647.486448
2233,51.11111111,6,15,4,3.25,646.9498435
2234,51.11111111,6,15,4,4.125,646.6404291
2235,51.11111111,6,15,4,5,646.4388953
2236,51.11111111,6,15,5,1.5,651.9986304
2237,51.11111111,6,15,5,2.375,651.0492801
2238,51.11111111,6,15,5,3.25,650.6231024
2239,51.11111111,6,15,5,4.125,650.4538125
2240,51.11111111,6,15,5,5,650.2959572
2241,55.55555556,2,10,1,1.5,975.3250868
2242,55.55555556,2,10,1,2.375,960.6704963
2243,55.55555556,2,10,1,3.25,956.0372244
2244,55.55555556,2,10,1,4.125,952.3445669
2245,55.55555556,2,10,1,5,949.6321289
2246,55.55555556,2,10,2,1.5,922.484731
2247,55.55555556,2,10,2,2.375,911.9257004
2248,55.55555556,2,10,2,3.25,905.1598935
2249,55.55555556,2,10,2,4.125,906.2214046
2250,55.55555556,2,10,2,5,904.6128119
2251,55.55555556,2,10,3,1.5,886.2717324
2252,55.55555556,2,10,3,2.375,879.6456474
2253,55.55555556,2,10,3,3.25,876.5002792
2254,55.55555556,2,10,3,4.125,874.6572763
2255,55.55555556,2,10,3,5,868.4072717
2256,55.55555556,2,10,4,1.5,839.396338
2257,55.55555556,2,10,4,2.375,834.291701
2258,55.55555556,2,10,4,3.25,835.6410137
2259,55.55555556,2,10,4,4.125,829.6581405
2260,55.55555556,2,10,4,5,828.7471206
2261,55.55555556,2,10,5,1.5,803.1577387
2262,55.55555556,2,10,5,2.375,799.219047
2263,55.55555556,2,10,5,3.25,794.1932599
2264,55.55555556,2,10,5,4.125,796.6963623
2265,55.55555556,2,10,5,5,796.0035846
2266,55.55555556,2,12.5,1,1.5,966.6162843
2267,55.55555556,2,12.5,1,2.375,958.551307
2268,55.55555556,2,12.5,1,3.25,950.6393847
2269,55.55555556,2,12.5,1,4.125,946.9076461
2270,55.55555556,2,12.5,1,5,945.4913132
2271,55.55555556,2,12.5,2,1.5,918.3151797
2272,55.55555556,2,12.5,2,2.375,907.613575
2273,55.55555556,2,12.5,2,3.25,903.0822578
2274,55.55555556,2,12.5,2,4.125,902.5906731
2275,55.55555556,2,12.5,2,5,902.4165217
2276,55.55555556,2,12.5,3,1.5,882.0709904
2277,55.55555556,2,12.5,3,2.375,880.1972903
2278,55.55555556,2,12.5,3,3.25,878.1770689
2279,55.55555556,2,12.5,3,4.125,870.294373
2280,55.55555556,2,12.5,3,5,869.0745893
2281,55.55555556,2,12.5,4,1.5,843.5624363
2282,55.55555556,2,12.5,4,2.375,837.6834119
2283,55.55555556,2,12.5,4,3.25,835.2656321
2284,55.55555556,2,12.5,4,4.125,834.4971747
2285,55.55555556,2,12.5,4,5,833.5691432
2286,55.55555556,2,12.5,5,1.5,805.6542756
2287,55.55555556,2,12.5,5,2.375,805.8361087
2288,55.55555556,2,12.5,5,3.25,803.8684189
2289,55.55555556,2,12.5,5,4.125,802.7455355
2290,55.55555556,2,12.5,5,5,800.8010326
2291,55.55555556,2,15,1,1.5,976.3129192
2292,55.55555556,2,15,1,2.375,962.90795
2293,55.55555556,2,15,1,3.25,953.1633366
2294,55.55555556,2,15,1,4.125,946.2406246
2295,55.55555556,2,15,1,5,949.8249442
2296,55.55555556,2,15,2,1.5,935.5298249
2297,55.55555556,2,15,2,2.375,925.8205593
